customer_id,name,months_as_customer,age,country,street_addrees,city,state,state_code,insured_zip,email_address,phone_number,insured_sex,national_id,creditcard_number,creditcard_type,creditcard_exp,creditcard_cvv,insured_education_level,insured_hobbies,insured_relationship,insured_occupation,marital_status,customer_lifetime_value,no_of_policies,no_of_closed_complaints,no_of_communications,no_of_complaints,no_of_open_complaints
MK4Q60C,Patricia Williams,371,50,US,11 Webb Place,Dover,New Hampshire,NH,432934,cwhether0@exblog.jp,321-470-8982,MALE,402-05-2657,3.70E+14,American Express,21-Jun,2971,PhD,board-games,not-in-family,machine-op-inspct,Married,4838.208972,3,0,9,8,2
OOS4GNJ,Tom Anderson,175,39,US,1 Camino Sobrante,Orinda,California,CA,456762,icootesf0@time.com,917-691-1579,MALE,138-55-3770,3.09E+15,JCB,21-Nov,4511,PhD,hiking,husband,exec-managerial,Divorced,5573.10605,7,1,0,6,0
88QBZIR,Tracie Maris,373,55,US,10112 N.E. HALSEY Street,Portland,Oregon,OR,601748,rgrimwade12@house.gov,310-839-4760,MALE,788-97-8278,3.09E+15,JCB,21-Sep,2971,MD,yachting,own-child,sales,Single,16953.08411,2,0,6,8,0
BSQGQAA,Johanna Weber,258,41,US,17245 17th Street,Tustin,California,CA,607763,fannakinf9@newyorker.com,816-697-8468,MALE,696-07-9244,3.70E+14,American Express,21-Jul,6026,Masters,reading,unmarried,exec-managerial,Single,2945.998877,1,0,2,7,0
LX7CS5U,Michelle Bishop,255,39,US,1501 Connecticut Avenue NW,Washington,Washington DC,DC,436973,rkitsonmu@dagondesign.com,651-840-1606,FEMALE,472-98-5767,3.70E+14,American Express,21-Jul,4180,PhD,bungie-jumping,not-in-family,armed-forces,Married,23594.6802,2,0,7,9,0
WXANLSO,Juanita Linkous,37,31,US,11150 S. Twenty Mile Rd.,Parker,Colorado,CO,471300,rcoppjl@last.fm,608-697-5681,FEMALE,671-29-3758,6.01E+15,Discover,23-Jun,3131,MD,skydiving,own-child,sales,Divorced,5479.555081,3,2,8,9,1
W16BMOW,Mary Byrd,322,44,US,201 Spear Street,San Francisco,California,CA,453277,sbeinedw@msu.edu,405-795-2316,FEMALE,728-26-2984,3.09E+15,JCB,20-Dec,5570,College,cross-fit,husband,machine-op-inspct,Married,5609.082494,6,0,2,7,0
UEXJA1R,Frances Gardner,204,38,US,1942 Middle Country Road,Centereach,New York,NY,465100,dsuttaby36@jalbum.net,860-582-5202,FEMALE,795-32-8121,3.70E+14,American Express,21-Aug,4511,MD,kayaking,wife,tech-support,Married,8923.113112,9,0,1,7,0
S1WM9GY,Charles Martindale,76,31,US,120 Sand Island Access Road #4,Honolulu,Hawaii,HI,603248,cphayrejx@samsung.com,330-417-0444,FEMALE,457-63-3177,3.00E+13,Diners Club,22-Oct,4873,Associate,movies,not-in-family,priv-house-serv,Divorced,6190.316839,8,2,3,9,0
3KS4T44,Carol Williams,193,40,US,13170 Central Ave SE,Albuquerque,New Mexico,NM,601112,bjurgensenq7@csmonitor.com,414-644-7265,FEMALE,118-86-8848,4.11E+15,VISA,19-Sep,5519,PhD,movies,not-in-family,handlers-cleaners,Divorced,7048.384055,1,1,5,1,0
K5WN3R6,Janice Chu,405,55,US,10105 224th St E,Graham,Washington,WA,438830,jmottershawpz@csmonitor.com,704-955-5856,MALE,309-69-7202,3.70E+14,American Express,20-Nov,4074,PhD,golf,unmarried,machine-op-inspct,Married,4726.963307,6,2,2,2,0
ICA8RSL,Michelle Craig,435,58,US,105 B Post Office Drive,Aptos,California,CA,464959,bjurgensenq7@csmonitor.com,254-559-8164,MALE,233-44-0857,3.09E+15,JCB,21-Nov,3135,JD,movies,not-in-family,sales,Divorced,7048.384055,1,1,5,1,0
AYWB31N,Shawn Hoffman,54,35,US,1515 SR-138,Conyers,Georgia,GA,439787,bjurgensenq7@csmonitor.com,678-591-9270,FEMALE,245-52-0558,6.01E+15,Discover,22-Jun,4765,MD,hiking,unmarried,protective-serv,Divorced,7048.384055,1,1,5,1,0
LQ58L17,Roy Wendell,144,35,US,1650 W Northern Lights Blvd,Anchorage,Alaska,AK,464839,lwintourbd@smugmug.com,404-902-9893,MALE,219-54-9853,3.09E+15,JCB,23-Jul,7927,High School,cross-fit,wife,machine-op-inspct,Divorced,5493.698779,8,0,2,6,0
VRDFFI9,Louise Potts,92,32,US,2181 Wealthy SE,Grand Rapids,Michigan,MI,448984,lwintourbd@smugmug.com,717-545-2830,MALE,167-79-1564,4.11E+15,VISA,18-Dec,8236,Masters,yachting,husband,prof-specialty,Divorced,5493.698779,8,0,2,6,0
N3J578K,Thomas Fahy,173,36,US,1695 Hanes Mall Blvd.,Winston-Salem,North Carolina,NC,440327,lwintourbd@smugmug.com,850-236-4376,MALE,824-13-9619,3.00E+13,Diners Club,23-May,2293,College,basketball,unmarried,machine-op-inspct,Divorced,5493.698779,8,0,2,6,0
YWTL6R9,Neomi Miller,436,60,US,18730 E Hampden Ave,Aurora,Colorado,CO,460742,fcherrington8s@photobucket.com,408-951-1463,MALE,776-17-8493,3.09E+15,JCB,19-Oct,5397,High School,bungie-jumping,wife,prof-specialty,Married,4792.509792,3,2,3,6,2
UD0MACD,James Colindres,155,35,US,1400 Tuskawilla Road,Winter Springs,Florida,FL,446895,fcherrington8s@photobucket.com,323-613-4367,FEMALE,631-64-4369,3.70E+14,American Express,21-Dec,5325,Associate,hiking,not-in-family,protective-serv,Married,4792.509792,3,2,3,6,2
84H9I9O,Michael Rodriguez,78,31,US,1401 East Boulevard,Charlotte,North Carolina,NC,609374,fcherrington8s@photobucket.com,407-497-8617,FEMALE,785-01-0157,3.70E+14,American Express,20-Jul,2776,Masters,kayaking,unmarried,armed-forces,Married,4792.509792,3,2,3,6,2
5PWZOGD,Megan Diefenbach,440,57,US,15000 US 31,Grand Haven,Michigan,MI,451672,jmottershawpz@csmonitor.com,718-586-7172,MALE,345-10-1011,4.11E+15,VISA,18-Oct,8959,College,paintball,wife,protective-serv,Married,4726.963307,6,2,2,2,0
Z7IQ19F,Stacy Thompson,264,43,US,1 West Flatiron Circle,Broomfield,Colorado,CO,604450,jmottershawpz@csmonitor.com,214-501-0431,MALE,352-05-4720,4.11E+15,VISA,20-Jul,9952,PhD,basketball,wife,craft-repair,Married,4726.963307,6,2,2,2,0
AAU8L94,William Mauldin,66,30,US,1045 N Hill Rd,Pickerington,Ohio,OH,432896,kwaggattdu@typepad.com,212-160-2937,FEMALE,691-95-5350,3.09E+15,JCB,19-Oct,6027,College,paintball,wife,adm-clerical,Single,4470.181084,1,1,8,7,0
Y66398I,Sonia Shupe,366,50,US,20111 Hwy 19,Cranberry Township,Pennsylvania,PA,618929,kwaggattdu@typepad.com,480-944-0051,FEMALE,249-29-7382,4.11E+15,VISA,20-May,538,High School,basketball,husband,handlers-cleaners,Single,4470.181084,1,1,8,7,0
88TJQ1E,Pauline Ruffin,188,37,US,1501 East Broad Street,Statesville,North Carolina,NC,451312,kwaggattdu@typepad.com,202-933-6749,FEMALE,642-64-0569,6.01E+15,Discover,20-Mar,5729,JD,hiking,own-child,adm-clerical,Single,4470.181084,1,1,8,7,0
AI7FIUH,Lisa Rice,224,39,US,2110 W Great Neck Rd,Virginia Beach,Virginia,VA,605141,wyankishin5z@pcworld.com,251-233-4800,FEMALE,681-50-1390,3.09E+15,JCB,21-Dec,3999,JD,sleeping,other-relative,prof-specialty,Married,7403.447336,7,0,8,6,1
IPY709Y,Aldo Yerkes,253,46,US,2055 W Grand River Ave,Okemos,Michigan,MI,459504,wyankishin5z@pcworld.com,281-911-0111,FEMALE,729-17-6217,3.70E+14,American Express,22-Aug,9671,MD,movies,husband,transport-moving,Married,7403.447336,7,0,8,6,1
BAI61QY,Stephen Waterbury,446,61,US,2244 North Rock Road Court,Wichita,Kansas,KS,432781,wyankishin5z@pcworld.com,781-864-0976,FEMALE,153-17-3771,3.09E+15,JCB,23-Apr,1433,High School,reading,unmarried,adm-clerical,Married,7403.447336,7,0,8,6,1
TH1CMU6,Brent Elmore,169,37,US,100 Expressway 83,Brownsville,Texas,TX,452748,thinzerfz@mac.com,408-365-3664,MALE,534-39-9683,3.70E+14,American Express,21-Mar,4199,JD,movies,other-relative,armed-forces,Married,4334.064096,1,0,1,0,3
XRQ17ES,David Eagle,255,46,US,2221 Palo Verde Ave,Long Beach,California,CA,618316,thinzerfz@mac.com,804-515-0809,FEMALE,310-59-5618,4.11E+15,VISA,19-Nov,2675,JD,video-games,own-child,prof-specialty,Married,4334.064096,1,0,1,0,3
R6DAJDD,Mary Williams,209,39,US,2005 North Ocean Blvd,Myrtle Beach,South Carolina,SC,455365,thinzerfz@mac.com,217-539-8007,MALE,180-67-1837,3.00E+13,Diners Club,19-Apr,9066,PhD,polo,husband,transport-moving,Married,4334.064096,1,0,1,0,3
FSDFS98,Karen Gonzales,210,37,US,10604 S. Eastern Avenue,Henderson,Nevada,NV,470603,kecclestonecb@jimdo.com,603-139-6797,FEMALE,202-65-7082,6.01E+15,Discover,22-May,769,MD,hiking,own-child,tech-support,Single,2480.045899,1,0,9,1,0
TWHO1CW,Steve Ritter,174,33,US,1701 California Street,Denver,Colorado,CO,475292,kecclestonecb@jimdo.com,786-322-7916,FEMALE,120-48-8679,4.11E+15,VISA,22-Jun,4114,College,paintball,own-child,farming-fishing,Single,2480.045899,1,0,9,1,0
PHDYO0K,Laura Borrero,70,28,US,1152 Commerce Blvd.,Dickson City,Pennsylvania,PA,467743,kecclestonecb@jimdo.com,504-199-7396,MALE,697-67-2302,3.09E+15,JCB,18-Sep,3897,High School,yachting,husband,machine-op-inspct,Single,2480.045899,1,0,9,1,0
5RATHBX,Maureen Muir,89,32,US,1505 W 5th Ave,Columbus,Ohio,OH,460675,vreubel76@opera.com,707-606-3204,FEMALE,768-98-5507,3.70E+14,American Express,22-Aug,2946,MD,kayaking,not-in-family,tech-support,Single,7638.442811,4,0,2,4,1
MIHM722,James Snyder,458,61,US,200 State Road 312,St. Augustine,Florida,FL,618123,vreubel76@opera.com,212-426-4349,FEMALE,185-92-3971,3.70E+14,American Express,19-Mar,922,High School,bungie-jumping,other-relative,protective-serv,Single,7638.442811,4,0,2,4,1
OCH4H8Q,Patricia Flores,239,40,US,10130 South State St,Sandy,Utah,UT,607452,vreubel76@opera.com,901-962-1268,FEMALE,814-66-4957,6.01E+15,Discover,19-Apr,6775,JD,skydiving,own-child,sales,Single,7638.442811,4,0,2,4,1
FS8CY1X,Sharon Smith,161,38,US,12197 Sunset Hills Rd,Reston,Virginia,VA,606352,mwarman41@goo.gl,816-783-8375,MALE,394-17-0448,3.00E+13,Diners Club,22-Jun,2813,PhD,exercise,not-in-family,priv-house-serv,Married,7892.088107,2,0,5,0,0
RNL6BQ3,Stephen Stark,446,61,US,125 Barrington Town Square Drive,Aurora,Ohio,OH,603527,mwarman41@goo.gl,786-884-2955,FEMALE,395-23-4944,4.11E+15,VISA,20-Apr,5625,High School,skydiving,wife,tech-support,Married,7892.088107,2,0,5,0,0
W1E4N4U,Gregory Batchelor,476,61,US,1161 Harrison Ave.,Centralia,Washington,WA,445601,mwarman41@goo.gl,518-900-4224,FEMALE,579-68-1861,3.00E+13,Diners Club,22-Dec,1961,Masters,dancing,not-in-family,handlers-cleaners,Married,7892.088107,2,0,5,0,0
4R5ZHBX,Billy Easter,70,29,US,1192 East Rt. 70,Cherry Hill,New Jersey,NJ,603948,nlarkbyep@wp.com,810-541-6705,FEMALE,400-74-8268,4.11E+15,VISA,21-Nov,2326,MD,video-games,other-relative,armed-forces,Married,2319.735908,1,0,5,4,0
DECA6I5,Kevin Mangram,233,41,US,20516 Devonshire Street,Chatsworth,California,CA,435758,rburriss6l@clickbank.net,830-358-3676,FEMALE,229-36-8528,3.00E+13,Diners Club,22-Nov,3061,Associate,board-games,other-relative,tech-support,Divorced,4755.36505,1,0,0,4,0
11V7RQF,Monica Willson,122,33,US,1 Walden Avenue,Cheektowaga,New York,NY,611586,rburriss6l@clickbank.net,727-745-3673,MALE,469-24-7817,4.11E+15,VISA,23-Nov,2370,PhD,bungie-jumping,husband,other-service,Divorced,4755.36505,1,0,0,4,0
BFMKER9,Troy Robinson,335,48,US,10590 Perry Highway,Wexford,Pennsylvania,PA,465263,rburriss6l@clickbank.net,210-680-3020,FEMALE,475-99-7528,4.11E+15,VISA,19-Apr,6407,MD,chess,wife,machine-op-inspct,Divorced,4755.36505,1,0,0,4,0
96BZMD1,Garry Wagner,257,40,US,1525 Cypress Creek Road,Cedar Park,Texas,TX,617858,gcawthorn1x@vk.com,330-521-7060,MALE,855-57-1842,4.11E+15,VISA,20-Aug,977,Associate,cross-fit,husband,machine-op-inspct,Divorced,5328.320299,7,0,2,5,0
GA3JTD5,Courtney Salter,85,27,US,208 Sepulveda Blvd.,Carson,California,CA,607889,gcawthorn1x@vk.com,540-903-5171,MALE,404-89-9135,3.70E+14,American Express,23-May,5289,College,dancing,unmarried,priv-house-serv,Divorced,5328.320299,7,0,2,5,0
24436YV,Allan King,133,30,US,1509 Wadsworth Blvd,Lakewood,Colorado,CO,455689,gcawthorn1x@vk.com,904-561-6406,MALE,102-65-6093,3.09E+15,JCB,22-Oct,2384,College,board-games,husband,adm-clerical,Divorced,5328.320299,7,0,2,5,0
S5NJZMR,Dorothy Combs,119,34,US,2 Fairfield Boulevard,Ponte Vedra,Florida,FL,450341,pkellerjg@wiley.com,214-426-6253,FEMALE,447-88-4299,3.00E+13,Diners Club,18-Jun,4801,College,hiking,wife,tech-support,Married,4335.353131,1,0,8,0,0
B2U6887,Gilbert Wendell,169,34,US,1130 N Loop 1604 West,San Antonio,Texas,TX,431277,pkellerjg@wiley.com,512-413-1309,FEMALE,421-36-1224,3.70E+14,American Express,22-Jul,5336,JD,reading,not-in-family,sales,Married,4335.353131,1,0,8,0,0
AHKEC49,Lizzie Kelley,225,39,US,200 Miracle Mile,Coral Gables,Florida,FL,454656,mblackledgei2@ted.com,801-633-3713,MALE,897-18-1654,6.01E+15,Discover,22-Oct,9818,Masters,paintball,other-relative,tech-support,Married,2959.819985,1,0,1,3,0
TC69J1X,Daniel Kitchel,84,32,US,1702 NW Chipman Road,Lee's Summit,Missouri,MO,605169,kle2@buzzfeed.com,951-707-6193,FEMALE,813-39-0747,6.01E+15,Discover,22-Mar,6780,Associate,cross-fit,husband,prof-specialty,Married,5020.473987,3,0,1,7,0
KZDPBGN,William Clark,169,39,US,"2225 Georgia Avenue, NW",Washington,Washington DC,DC,444822,cdenecamph1@abc.net.au,412-705-9292,MALE,218-67-7428,4.11E+15,VISA,20-Sep,9101,High School,exercise,husband,armed-forces,Single,8717.049833,2,2,9,0,3
I624A3W,Albert Montoya,124,32,US,2001 McHenry Ave,Modesto,California,CA,447442,tsarll4@irs.gov,561-522-3802,FEMALE,584-68-8278,3.09E+15,JCB,20-Apr,1709,Masters,kayaking,wife,farming-fishing,Single,4476.81416,3,0,8,9,0
9YY2N2N,Kevin Spickard,320,48,US,1701 Jackson St,Golden,Colorado,CO,474360,eclaramn@xinhuanet.com,323-823-5424,MALE,383-09-0435,3.70E+14,American Express,22-Jul,1655,College,hiking,not-in-family,transport-moving,Divorced,30718.8124,2,0,4,6,0
W0MQAGV,Raul Compton,297,47,US,1 Snowshoe Dr,Snowshoe,West Virginia,WV,447925,dgraylandf6@weather.com,901-706-5154,MALE,586-56-4627,3.70E+14,American Express,18-Jun,6953,MD,movies,unmarried,adm-clerical,Married,6109.135438,6,0,9,7,0
GC1OCJP,Colleen Thomas,421,56,US,14276 Ocean Hwy,Pawleys Island,South Carolina,SC,451586,vchaneyf5@geocities.com,704-911-7289,MALE,145-90-4852,6.01E+15,Discover,21-Aug,3680,Masters,reading,own-child,machine-op-inspct,Married,6265.343299,4,1,9,1,1
XLD1T78,Frank Luther,136,33,US,20905 Southshore Blvd.,League City,Texas,TX,477519,rwollardq5@imdb.com,203-548-0661,FEMALE,594-12-1609,3.70E+14,American Express,20-Apr,4448,PhD,paintball,not-in-family,craft-repair,Single,7316.650059,2,0,0,1,1
NR8A1QO,Matthew Greenstein,46,24,US,1935 S. Campbell,Springfield,Missouri,MO,603639,ljarrellmo@virginia.edu,830-745-2002,FEMALE,313-48-7750,4.11E+15,VISA,22-Sep,2058,High School,yachting,unmarried,armed-forces,Single,2458.447909,1,0,2,2,1
6YDQBA1,Michael Phillips,34,24,US,1932 Commerce Street,Yorktown Heights,New York,NY,463993,wseintx@ibm.com,323-751-3967,FEMALE,699-50-6810,3.00E+13,Diners Club,23-Nov,7690,MD,dancing,own-child,armed-forces,Married,7591.109246,4,1,6,3,0
W89XAHE,Betty Kowalsky,95,30,US,11253 Pines Blvd,Pembroke Pines,Florida,FL,441491,rpaysp8@homestead.com,214-636-1722,MALE,133-75-5013,3.09E+15,JCB,23-Nov,5965,College,video-games,unmarried,transport-moving,Married,9421.101961,3,3,8,4,0
VS9IDA2,Wayne Darnell,140,36,US,121 Tom Hill Sr. Blvd,Macon,Georgia,GA,469429,amartynr1@clickbank.net,865-569-4246,FEMALE,195-97-2890,3.70E+14,American Express,18-Sep,7873,JD,kayaking,not-in-family,armed-forces,Single,8029.393076,3,0,2,6,0
2CLC3H8,Robert Mclean,200,34,US,101 N. Veterans Parkway,Bloomington,Illinois,IL,472214,bhucql@cyberchimps.com,404-100-7577,FEMALE,697-76-7130,3.70E+14,American Express,18-Jul,8650,College,basketball,other-relative,prof-specialty,Single,2820.741005,1,1,0,7,0
LUIUR76,Christa Vasques,123,29,US,16922 Main Street,Hesperia,California,CA,614945,hvolettejh@imageshack.us,716-615-3409,FEMALE,672-71-8517,4.11E+15,VISA,19-Apr,3198,Masters,chess,not-in-family,machine-op-inspct,Married,4515.184003,1,1,0,0,1
MUCC3PH,Kevin Gomez,267,46,US,1960 SE Lund St,Port Orchard,Washington,WA,476727,jcockshotqc@wikimedia.org,571-107-0326,MALE,727-73-6004,4.11E+15,VISA,20-Sep,6854,MD,base-jumping,unmarried,craft-repair,Married,2802.621642,1,0,8,1,0
H0EGFH1,Anita Harris,290,42,US,1545 S Kipling Ct,Lakewood,Colorado,CO,438555,jcockshotqc@wikimedia.org,408-247-4645,MALE,697-06-7260,3.00E+13,Diners Club,20-Jun,1313,Masters,kayaking,own-child,machine-op-inspct,Married,2802.621642,1,0,8,1,0
FXRF1P1,Jaime Zuniga,45,37,US,1414 DS South Foothill Drive,Salt Lake City,Utah,UT,440961,jcockshotqc@wikimedia.org,520-544-6138,MALE,653-06-2578,3.09E+15,JCB,21-Dec,1345,College,dancing,wife,prof-specialty,Married,2802.621642,1,0,8,1,0
7L347YC,Frances Cogan,186,38,US,1799 Marlow Road,Santa Rosa,California,CA,616714,tpaquet54@gmpg.org,516-164-2822,FEMALE,857-36-6854,3.00E+13,Diners Club,23-Nov,7690,JD,dancing,unmarried,protective-serv,Single,10628.06415,3,0,3,8,4
NWSG1PN,Deanna Hill,135,34,US,2043 S. Ellsworth Road,Mesa,Arizona,AZ,434247,tpaquet54@gmpg.org,585-512-4034,FEMALE,405-84-5725,6.01E+15,Discover,19-Aug,102,JD,base-jumping,other-relative,protective-serv,Single,10628.06415,3,0,3,8,4
136WQX4,Peggy Erickson,110,33,US,1983 S Santiem Hwy,Lebanon,Oregon,OR,436547,tpaquet54@gmpg.org,540-188-0207,MALE,576-22-8479,3.70E+14,American Express,23-Sep,8815,Associate,bungie-jumping,husband,other-service,Single,10628.06415,3,0,3,8,4
TC7O2VC,Antony Williams,259,43,US,1501 Garth Brooks Blvd,Yukon,Oklahoma,OK,619540,tmashalqo@walmart.com,937-564-0612,FEMALE,444-56-2555,3.70E+14,American Express,22-Mar,5613,PhD,kayaking,own-child,handlers-cleaners,Married,10208.92761,3,0,0,2,0
X3739WG,Angela Delgado,114,30,US,2085 Hamilton Creek Pkwy,Dacula,Georgia,GA,466283,tmashalqo@walmart.com,228-133-0090,FEMALE,439-76-0744,4.11E+15,VISA,19-Jun,6951,Masters,dancing,husband,protective-serv,Married,10208.92761,3,0,0,2,0
4TPGTYZ,Winifred Combs,404,56,US,1050 Ken Pratt Blvd,Longmont,Colorado,CO,449557,tmashalqo@walmart.com,605-201-9649,FEMALE,638-70-2843,4.11E+15,VISA,18-Nov,8983,Masters,cross-fit,not-in-family,transport-moving,Married,10208.92761,3,0,0,2,0
H7XGZGX,Dorothy Holcomb,282,48,US,2107 East Beltline Ave,Grand Rapids,Michigan,MI,473329,mblackledgei2@ted.com,304-310-4493,FEMALE,820-99-6469,3.70E+14,American Express,23-Sep,3544,MD,video-games,husband,prof-specialty,Married,2959.819985,1,0,1,3,0
1XNW8Q3,Victor Jones,57,25,US,1031 Helen Power Drive,Vacaville,California,CA,470117,mblackledgei2@ted.com,727-101-8643,FEMALE,799-48-1067,6.01E+15,Discover,23-May,7544,Masters,dancing,own-child,tech-support,Married,2959.819985,1,0,1,3,0
NVZEM4X,Jose Lewis,215,38,US,1 Crossgates Mall Road,Albany,New York,NY,600702,rjiruca7j@hhs.gov,812-246-4032,FEMALE,778-94-4485,3.70E+14,American Express,23-Mar,2725,PhD,camping,unmarried,craft-repair,Single,4358.762008,1,2,7,3,1
KU6A890,Charles Rogian,140,30,US,1015 Ocean Beach Hwy,Longview,Washington,WA,615921,rjiruca7j@hhs.gov,202-102-3733,FEMALE,446-84-1898,3.70E+14,American Express,18-May,2399,College,bungie-jumping,wife,adm-clerical,Single,4358.762008,1,2,7,3,1
HN8X9A0,Lowell Roland,250,42,US,2015 W. Danforth Rd,Edmond,Oklahoma,OK,475588,rjiruca7j@hhs.gov,405-586-5620,MALE,205-21-6753,3.00E+13,Diners Club,19-May,7878,High School,paintball,husband,exec-managerial,Single,4358.762008,1,2,7,3,1
JUNE02C,Stuart Wilson,286,41,US,2023-25 West Roscoe Street,Chicago,Illinois,IL,609409,kle2@buzzfeed.com,480-372-6288,MALE,470-44-0357,3.70E+14,American Express,19-Apr,9219,College,paintball,wife,prof-specialty,Married,5020.473987,3,0,1,7,0
PDL26UC,Michael Ross,356,47,US,100 College Avenue,Athens,Georgia,GA,479852,kle2@buzzfeed.com,305-947-8989,MALE,795-91-7726,3.00E+13,Diners Club,23-Nov,2326,High School,camping,husband,prof-specialty,Married,5020.473987,3,0,1,7,0
Q4IKDKY,Bonnie Mccarville,65,29,US,1406 Larimer St,Denver,Colorado,CO,452249,kle2@buzzfeed.com,330-266-8629,MALE,899-82-0626,3.00E+13,Diners Club,20-Apr,6171,High School,basketball,own-child,other-service,Married,5020.473987,3,0,1,7,0
ZWQZGFG,Mark Heller,187,34,US,2192 N. Rainbow Blvd.,Las Vegas,Nevada,NV,441536,pkellerjg@wiley.com,213-882-0476,FEMALE,431-33-4495,6.01E+15,Discover,20-May,8902,PhD,polo,not-in-family,machine-op-inspct,Married,4335.353131,1,0,8,0,0
HI4JKHQ,Susan Spencer,386,53,US,202 Sixth Street,Pittsburgh,Pennsylvania,PA,601617,mtowne1@ycombinator.com,904-693-3317,MALE,565-50-6963,4.11E+15,VISA,22-Jul,3192,JD,camping,not-in-family,craft-repair,Divorced,5366.779081,4,0,4,2,0
F706QHU,Bryan Beck,197,41,US,1420 Beaumont Avenue,Beaumont,California,CA,442598,cdenecamph1@abc.net.au,603-982-4172,FEMALE,886-82-6564,4.11E+15,VISA,19-Dec,6551,PhD,basketball,not-in-family,prof-specialty,Single,8717.049833,2,2,9,0,3
B49K1QX,Ethel Dalton,166,37,US,1005 International Drive,Wilmington,North Carolina,NC,430987,cdenecamph1@abc.net.au,808-635-6020,FEMALE,857-83-5402,6.01E+15,Discover,23-Nov,561,MD,kayaking,not-in-family,craft-repair,Single,8717.049833,2,2,9,0,3
PXT63VT,William Banks,293,49,US,17901 108th Ave SE,Renton,Washington,WA,430104,hblinco53@seesaa.net,760-985-3694,FEMALE,153-21-3223,3.09E+15,JCB,23-Sep,7477,JD,skydiving,husband,transport-moving,Single,17085.41462,2,0,2,4,1
NP0CDDT,Victor Clawson,179,32,US,198 W. Roosevelt Rd.,Villa Park,Illinois,IL,612904,nlahy0@fda.gov,850-541-2589,FEMALE,735-90-5738,3.09E+15,JCB,18-Aug,3940,PhD,movies,own-child,priv-house-serv,Married,7495.676658,5,1,1,9,0
AEB6N8X,Hillary May,76,24,US,1574 South Bascom Ave,San Jose,California,CA,430886,nlahy0@fda.gov,724-213-7226,FEMALE,477-05-7132,3.09E+15,JCB,20-Dec,3958,MD,paintball,husband,priv-house-serv,Married,7495.676658,5,1,1,9,0
H3C49SK,Rudy Wisse,105,28,US,216 Old Tappan Road,Old Tappan,New Jersey,NJ,467947,nlahy0@fda.gov,214-142-3400,FEMALE,840-05-5961,4.11E+15,VISA,23-Dec,7548,Associate,golf,own-child,prof-specialty,Married,7495.676658,5,1,1,9,0
FCGU682,Mary Buss,97,26,US,1100 Ken Pratt Boulevard,Longmont,Colorado,CO,604804,bgostalli0@e-recht24.de,860-816-3843,MALE,636-39-1581,6.01E+15,Discover,19-May,7873,Masters,chess,unmarried,protective-serv,Married,5392.499539,8,0,2,2,0
EUGD7D2,Valentine Bailey,148,36,US,15824 1st Avenue South,Burien,Washington,WA,460308,bgostalli0@e-recht24.de,832-472-9005,FEMALE,621-91-9101,6.01E+15,Discover,22-Jul,5698,MD,hiking,own-child,adm-clerical,Married,5392.499539,8,0,2,2,0
82X6GS0,John Maldonado,77,26,US,2005 Lynnhaven Parkwayl,Virginia Beach,Virginia,VA,618862,bgostalli0@e-recht24.de,951-584-0121,MALE,442-33-5139,6.01E+15,Discover,18-Mar,3465,JD,movies,other-relative,exec-managerial,Married,5392.499539,8,0,2,2,0
92DA41P,Walter Jones,295,46,US,1101 Peachtree Parkway,Peachtree City,Georgia,GA,462479,hwandrackcx@wiley.com,414-293-0457,FEMALE,835-45-0665,3.09E+15,JCB,20-Dec,1346,JD,paintball,own-child,prof-specialty,Divorced,6622.05254,3,0,4,5,2
F6H94UR,Ralph Meyer,126,28,US,1982 Grand River Avenue,Okemos,Michigan,MI,457555,hwandrackcx@wiley.com,626-212-6845,FEMALE,279-98-3646,3.00E+13,Diners Club,21-Aug,9078,JD,skydiving,other-relative,machine-op-inspct,Divorced,6622.05254,3,0,4,5,2
BXQ3PR9,Robert Beren,132,32,US,2223 N. Westshore Blvd.,Tampa,Florida,FL,459984,hwandrackcx@wiley.com,410-165-7703,MALE,735-50-2204,3.00E+13,Diners Club,20-Sep,4284,PhD,reading,wife,other-service,Divorced,6622.05254,3,0,4,5,2
QHTHW00,Randy Fife,370,55,US,1012 NW 21st Ave,Portland,Oregon,OR,434982,rimriein@usgs.gov,515-129-0473,MALE,809-79-4425,4.11E+15,VISA,21-Apr,6007,JD,basketball,wife,other-service,Married,3893.305281,1,1,9,7,0
2AT3XSA,Francisco Wilson,257,43,US,1 Eastridge Mall,San Jose,California,CA,614233,kgronoweg@smugmug.com,540-242-6554,FEMALE,432-81-5119,4.11E+15,VISA,20-Sep,7655,JD,kayaking,other-relative,transport-moving,Single,15839.08876,2,2,4,4,0
TWAHFG4,Paul Schneider,9,24,US,2090 S Normal,Tempe,Arizona,AZ,605258,kgronoweg@smugmug.com,757-918-4299,FEMALE,491-86-0847,3.70E+14,American Express,22-Dec,8339,PhD,golf,other-relative,machine-op-inspct,Single,15839.08876,2,2,4,4,0
ODA2Z1G,Nina Dunham,185,34,US,1790 East Kettleson Rd.,Moses Lake,Washington,WA,604377,gkivlinke@symantec.com,615-351-1316,FEMALE,134-78-1334,5.50E+15,Master Card,19-Mar,6267,PhD,movies,husband,armed-forces,Married,5519.078475,9,0,5,9,0
R98J1AX,Willie Lopez,234,43,US,1630 Woodlawn Avenue,Charlotte,North Carolina,NC,434923,gkivlinke@symantec.com,616-815-5098,MALE,827-01-1563,3.70E+14,American Express,19-Mar,2223,Associate,reading,own-child,protective-serv,Married,5519.078475,9,0,5,9,0
